,Date,Title of Resource,Purpose,Description,URL,Summary,0,Substack,#N/A,Inspired By,Content,Created By
FALSE,4-16-26,Inner Thinking Builder,CKLA,https://www.youtube.com/watch?v=Quo35FaCdXU,https://docs.google.com/presentation/d/1NTgVCMCG_D4BgZY3tFmS-682KqMMRaAsMOohn1bEyWY/edit?slide=id.p1#slide=id.p1,"Want kids to think deeper without doing all the work? Here's a fast trick that gets them building inner thinking in minutes. The Inner Thinking Builder turns CKLA reading into real aha moments. Quick, fun, and it really sticks 💡 https://youtu.be/Quo35FaCdXU #CKLA #ReadingHelp #EdTech",,,,,,
FALSE,4-16-26,Narrative Lead Writer,CKLA,https://www.youtube.com/watch?v=E-QUf2iNE_E,https://docs.google.com/presentation/d/15U88Hu9e7mIztSIEAxNVekz33yBhegow2aA_ChvKnPQ/edit?slide=id.p1#slide=id.p1,"Your kids' opening lines feeling kind of flat? This Space helps them craft strong story leads on their own. ✏️

Quick, easy, and fits right into your CKLA lesson.

Watch it in action: https://youtu.be/E-QUf2iNE_E",,,,,,
FALSE,4-17-26,Stories,Project Zero,https://www.youtube.com/watch?v=gARm3Fv2cl0,https://docs.google.com/presentation/d/1aLkAayNzUjI--EPRZULXMoJ7Eb7FOUw40sSzfCdL4Ho/edit?slide=id.p1#slide=id.p1,"Every topic has a story hiding inside it.

This routine asks one thing. What story does this tell?

Kids pick the cover, the chapters, the ending. Now a math problem becomes a tale!

Stories make the learning stick 📖

https://youtu.be/gARm3Fv2cl0

#ProjectZero #StoryLearning #Teachers",https://app.schoolai.com/dot/spaces/cf7d47fb-c719-485d-9f00-326b0a273dc3,,,,,
FALSE,4-17-26,Seek to See,Project Zero,https://www.youtube.com/watch?v=LUA9YsGUbUQ,https://docs.google.com/presentation/d/1MRkEhGRIb9zmC-qjdl6fSxq1OFcZzyJaDC2NLACNdPc/edit?slide=id.p1#slide=id.p1,"Eyes glaze over. That's the moment we lose them.

Seek to See flips that. Kids hunt for details first, then share what they noticed!

It's slow. It's quiet. It works.

Their thinking goes from surface to deep in minutes 👀

https://youtu.be/LUA9YsGUbUQ

#ProjectZero #TeachingTips #ThinkingRoutines",https://app.schoolai.com/dot/spaces/8186cc58-fbf6-48a2-8ba5-c15ffe2307fd,,,,,
FALSE,4-17-26,Walk the Week,Project Zero,https://www.youtube.com/watch?v=tr16KcU4410,https://docs.google.com/presentation/d/1wDH71mrlba5LoVpsBzrJpFBRVsZ7RBBhfWD4wSSA9GM/edit?slide=id.p1#slide=id.p1,"Friday afternoons feel like a blur. Then it's Monday again.

Walk the Week fixes that. Look back at the week. Pick three moments. Name what you learned!

Five minutes. Big payoff 📅

https://youtu.be/tr16KcU4410

#ProjectZero #WeeklyWrap #Teachers",https://app.schoolai.com/dot/spaces/b1fdf9ed-279e-4402-82bf-71089222c8f1,,,,,
FALSE,4-17-26,Here Now / There Then,Project Zero,https://www.youtube.com/watch?v=U_t4nBH-IsQ,https://docs.google.com/presentation/d/1ANe4YGdcOkBZIUo9V7LGGBzN4efgus639Y1OrXiGbFs/edit?usp=sharing,"I had a kid once who said history was just dates and dead people.

Then we tried Here Now / There Then. He had to step into a person living through the same moment we were studying. Read what they read. See what they saw.

The next day he came back asking what else we could try this with 🕰️

Project Zero made this routine simple to run. Try it.

https://youtu.be/U_t4nBH-IsQ

#ProjectZero #SocialStudies #ThinkingRoutines",https://app.schoolai.com/dot/spaces/d7be29a2-3570-4854-a841-3d7ec5e4f475,,,,,
FALSE,4-17-26,Imagine If... (Younger Children),Project Zero,https://www.youtube.com/watch?v=6D7sll8yjdA,https://docs.google.com/presentation/d/1sfWItUs5qRAJYnMbZpA2yGVEgFif-ad51WAKDO8gM80/edit?slide=id.p1#slide=id.p1,"K-2 teachers, this one’s for you.

Imagine If... is a Project Zero routine made for your littlest thinkers. It opens up wild ideas in a way young kids can hold onto. No big words. No pressure. Just dream.

Use it for art, books, or tough feelings 🌈

2-min walkthrough: https://youtu.be/6D7sll8yjdA",https://app.schoolai.com/dot/spaces/2c48a89b-cd11-48d7-9c56-f41591a40f1a,,,,,
FALSE,4-17-26,Who Am I?,Project Zero,https://www.youtube.com/watch?v=Rx0iKYm-WLw,https://docs.google.com/presentation/d/1yZKn62fVcb6oi6ZmCwHSrnwr4KknnmlkgpyPDHXnUOs/edit?slide=id.p1#slide=id.p1,"Kids ask this question all the time. We don't always make space for it.

Who Am I? is a routine that lets them dig in!

Three prompts. One quiet space. Real answers.

Use it during morning meeting or SEL time 🪞

https://youtu.be/Rx0iKYm-WLw

#SEL #ProjectZero #Identity",https://app.schoolai.com/dot/spaces/b4f5fcb8-874f-452d-a18a-060ddb8f8d67,,,,,
FALSE,4-17-26,"See, Think, Make, Discuss",Project Zero,https://www.youtube.com/watch?v=YYWgIrdQJUY,https://docs.google.com/presentation/d/1QbZwRJCR6IOr02oYjKro7MuytWQ30Z2WO_biZT5Ogzs/edit?slide=id.p1#slide=id.p1,"Making is part of thinking.

See, Think, Make, Discuss takes that idea and runs with it. Kids look. Kids think. Kids build. Kids talk.

The making step is where ideas come alive!

Use it for any unit 🛠️

https://youtu.be/YYWgIrdQJUY

#ProjectZero #MakerLearning #Teachers",https://app.schoolai.com/dot/spaces/a0d095da-0237-4544-9f98-6f1ff9f66afd,,,,,
FALSE,4-17-26,"Colors, Shapes, Lines",Project Zero,https://www.youtube.com/watch?v=8jhr2arcWM4,https://docs.google.com/presentation/d/1zReDhs0enBln-6FiSAD6e9M--_F_BFM55R_9csGu9Hw/edit?usp=sharing,"Most close looking starts with what something means. This one starts with what it is.

Colors, Shapes, Lines from Project Zero asks kids to slow down and just notice. No big takeaways yet. Just the parts.

It's wild how much more they catch when they aren't rushing to be right ✏️

Great for art, science, even reading.

https://youtu.be/8jhr2arcWM4

#ProjectZero #ThinkingRoutines #VisualThinking",,,,,,
FALSE,4-17-26,Circles of Action,Project Zero,https://www.youtube.com/watch?v=iglnRSVFfyg,https://docs.google.com/presentation/d/1jc7DkOSd5qdn8w0o1Ax6_lumuh1cxHNK8s3_Pm-8DSs/edit?slide=id.p1#slide=id.p1,"Most kids care about big problems. Few feel like they can do anything about them.

That's where Circles of Action comes in. Kids map what they can change in their own lives, in their school, and out in the world. The action gets real because it starts close to home.

I love how this routine turns a heavy topic into something they can really move on 🌍

https://youtu.be/iglnRSVFfyg

#ProjectZero #ThinkingRoutines #StudentVoice",https://app.schoolai.com/dot/spaces/24933299-dbe1-4225-8430-a1ff86664f8f,,,,,
FALSE,4-17-26,Take Note,Project Zero,https://www.youtube.com/watch?v=JUN-0vwmdH8,https://docs.google.com/presentation/d/1X1-z5p6HTcdGncdqhfVDXfFSfENSqKSvuLGKV0dB2MA/edit?slide=id.p1#slide=id.p1,"Most kids just copy what's on the board. That's not thinking.

Take Note flips that. Pause. Pick one idea. Note why it stuck out.

The pause is what does the work.

Try it tomorrow and watch the shift! 🗒️

https://youtu.be/JUN-0vwmdH8

#ThinkingRoutines #ProjectZero #Teachers",https://app.schoolai.com/dot/spaces/493c9070-bda7-4bdd-a2f7-95f03f41049a,,,,,
FALSE,4-17-26,Ways Things Can Be Complex,Project Zero,https://www.youtube.com/watch?v=zFDpi6W68Ec,https://docs.google.com/presentation/d/1q1LK2Ins-uUq2vVNkiB9BBv2XnnIs5Ulmbam_P1-Jlw/edit?slide=id.p1#slide=id.p1,"Most kids think hard ideas mean wrong answers. They just stop trying.

This routine flips that. It asks them to name the kinds of complex inside any topic!

Hard becomes fun.

And kids stay in the game 🎯

https://youtu.be/zFDpi6W68Ec

#ProjectZero #DeepThinking #Teachers",https://app.schoolai.com/dot/spaces/687b84f8-895f-457a-89ea-f5751399e527,,,,,
FALSE,4-17-26,Ancient Rome Forum Guide,CKLA,https://www.youtube.com/watch?v=Idn-2BRYkW0,https://docs.google.com/presentation/d/1Jd9KTjcH7DE-8j3JJW88jrkVf9BEPHC6madWoUbd3e4/edit?slide=id.p1#slide=id.p1,"Most Rome lessons hit the same notes. Caesar. Togas. Big speeches.

The Forum Guide goes a different way. Kids walk through the Roman Forum like a tour guide!

They pick what to point out. They tell why it mattered.

Now history feels like theirs to share 🏛️

https://youtu.be/Idn-2BRYkW0

#AncientRome #CKLA #SchoolAI",https://app.schoolai.com/dot/spaces/a67381ef-7b16-4d81-a3c3-d635155970af,,,,,
FALSE,4-17-26,"Parts, Purposes, Complexities",Project Zero,https://www.youtube.com/watch?v=QrkHXwI9hts,https://docs.google.com/presentation/d/1m8Cm43zDI-B4xvkLIj-jKiVMzr7lyuQUBqL7dH0ltS0/edit?slide=id.p1#slide=id.p1,"Most students rush. They land on a quick answer and move on.

This Project Zero routine slows them down on purpose. Parts. Purposes. The links that tie it all up.

You'll watch them notice things they never spotted before 🔍

2-min teacher demo: https://youtu.be/QrkHXwI9hts",https://app.schoolai.com/dot/spaces/84e66a59-16fb-4278-961e-02df8f2f1406,,,,,
FALSE,4-17-26,Pass the Parcel,Project Zero,https://www.youtube.com/watch?v=M_AdprBwXPg,https://docs.google.com/presentation/d/105yRZc3usFDrasrCxYv-2tHaaIXhmTUDR8KZEu2_gZo/edit?slide=id.p1#slide=id.p1,"Pass the Parcel is the best group thinking game I've tried!

Each kid adds one layer. The next kid builds on it. Then the next.

By the end, the idea is bigger than any one student could make alone.

That's the magic of this routine 📦

https://youtu.be/M_AdprBwXPg

#ProjectZero #GroupWork #Teachers",https://app.schoolai.com/dot/spaces/1066e68f-461d-4e3d-b962-2106810d3ce6,,,,,
FALSE,4-17-26,Digital Habits Checkup,Project Zero,https://www.youtube.com/watch?v=m2Y8ziDgioI,https://docs.google.com/presentation/d/1zImOTr5O3-tlL31hhdmyRxAamc5VRCBENx9vC2HIyHo/edit?slide=id.p1#slide=id.p1,"Phones in class. Nobody wants to fight about it, and yet here we are.

The Digital Habits Checkup from Project Zero hands the wheel back to kids. They look at their own habits, name them, and pick what they want to shift.

When I tried it with middle schoolers, the room went quiet in the best way 📱

Save this for your next homeroom. It works.

https://youtu.be/m2Y8ziDgioI

#DigitalCitizenship #ProjectZero #ThinkingRoutines",https://app.schoolai.com/dot/spaces/b4f4cacf-e0f9-4dd1-886e-1b621a8aff99,,,,,
FALSE,4-17-26,Projecting Across Time,Project Zero,https://www.youtube.com/watch?v=0pAcbpvstAc,https://docs.google.com/presentation/d/1zPMDMKYkbGrjA5RbZH2PkKypkNXeJPnq4G0UG-2jYL8/edit?slide=id.p1#slide=id.p1,"Picture a fifth grader thinking about her future self.

Projecting Across Time helps her do that. Past. Present. Future. All in one short routine!

She sees how her choices today shape who she'll be.

That's powerful stuff 🕰️

https://youtu.be/0pAcbpvstAc

#ProjectZero #SEL #Teachers",https://app.schoolai.com/dot/spaces/7c6e94c7-ae11-4c00-9607-4999478948db,,,,,
FALSE,4-17-26,Silk Road Trader ,CKLA,https://www.youtube.com/watch?v=-Z4NlRJBXrw,https://docs.google.com/presentation/d/1LgRcRk35zifq56l14F0gvbQdcdU15U-G8f4WFLeHiX0/edit?slide=id.p1#slide=id.p1,"Picture a fourth grader walking into class as a Silk Road trader.

She picks her goods. She plans her route. She bargains with other kids in Damascus.

History stops being a list of dates. It becomes a story she lives!

That's what the Silk Road Trader Space does for kids 🌍

https://youtu.be/-Z4NlRJBXrw

#SocialStudies #CKLA #SchoolAI",,,,,,
FALSE,4-17-26,"Reflect, Connect, Project",Project Zero,https://www.youtube.com/watch?v=i_sAel6awus,https://docs.google.com/presentation/d/1WlW-brgLUHxk3KEPvh6Plwa2rsN0JdxJxILiq9EqISQ/edit?slide=id.p1#slide=id.p1,"Reflection is great. But it can stop there.

Reflect, Connect, Project keeps the thinking moving. Look back. Tie it to now. Plan ahead!

It's a small routine with big lift 🌱

https://youtu.be/i_sAel6awus

#ProjectZero #ReflectivePractice #Teachers",https://app.schoolai.com/dot/spaces/2c187429-0bd2-4d9e-ae08-a3df2d32490a,,,,,
FALSE,4-17-26,Circles of Action ,Project Zero,https://www.youtube.com/watch?v=YdXWa5CjRPU,https://docs.google.com/presentation/d/1_iUyP148uucpsttgPcxtcKC79h6dyocdFcFVtl6kCaM/edit?slide=id.p1#slide=id.p1,"Save this for your next big topic chat with kids.

Circles of Action helps them see where they can act. Self. School. World. Each circle is a chance to move from feeling stuck to picking one small thing.

I run this any time a class feels too big to wrap their heads around 🌎

https://youtu.be/YdXWa5CjRPU

#ProjectZero #ThinkingRoutines #StudentAgency",,,,,,
FALSE,4-17-26,Listening: Ten Times Two,Project Zero,https://www.youtube.com/watch?v=uWC8yZj_2qo,https://docs.google.com/presentation/d/1vwjido7WnFwB-KEG4mwCmjkNrhc7NYJua6udhVrF0Co/edit?slide=id.p1#slide=id.p1,"Save this one for any class that needs to slow down and listen.

Ten Times Two is a Project Zero routine. Kids listen once, name two things they heard. Listen again, name two more. Repeat.

By round five, they’re hearing things they’d never catch on a first pass 🎧

2-min teacher demo: https://youtu.be/uWC8yZj_2qo",https://app.schoolai.com/dot/spaces/65ad6391-44d3-46d3-9a9d-27f6c43bb9c5,,,,,
FALSE,4-17-26,"Same, Different, Connect, Engage",Project Zero,https://www.youtube.com/watch?v=KD1BoJ7becU,https://docs.google.com/presentation/d/1wmoZ-aMzsH8CV-hwevPl5Dr8HV7fmc8QUVBYG69BC_w/edit?slide=id.p1#slide=id.p1,"Save this routine. You'll use it all year!

Same, Different, Connect, Engage helps kids compare ideas without losing the thread.

What's alike? What's not? What ties them? How do you jump in?

Four prompts. Endless uses 🔁

https://youtu.be/KD1BoJ7becU

#ProjectZero #Comparison #Teachers",https://app.schoolai.com/dot/spaces/685f4843-7bcc-48d8-86b6-a631be480382,,,,,
FALSE,4-17-26,"See, Wonder, Connect x2",Project Zero,https://www.youtube.com/watch?v=bpAey5Vk-Lk,https://docs.google.com/presentation/d/11zlZAXeBLy3yqYs3d2n_ooZbOmk6fmHhpYUz__FPpVY/edit?slide=id.p1#slide=id.p1,"This twist on a classic routine is so good!

See, Wonder, Connect x2 lets kids do the routine once. Then again with fresh eyes.

The second pass goes deeper than the first. Every time.

Try it with art, science, or news 🔄

https://youtu.be/bpAey5Vk-Lk

#ProjectZero #ThinkingRoutines #Teachers",https://app.schoolai.com/dot/spaces/cdf086bc-8056-4db1-be29-93c0e20083f3,,,,,
FALSE,4-17-26,"Name, Describe, Act",Project Zero,https://www.youtube.com/watch?v=S0ypp8x9TYM,https://docs.google.com/presentation/d/1ZhaCQ0efh-tIG9fLL8i9-XD6YS2gNweMFC-tM-fpDGc/edit?slide=id.p1#slide=id.p1,"Three small words. Big shift in student thinking.

Name it. Describe it. Act on it.

That’s the Project Zero routine that pulls kids from passive to ready-to-do. It works for tough topics, books, news, even tricky group chats 💡

2-min walkthrough: https://youtu.be/S0ypp8x9TYM",https://app.schoolai.com/dot/spaces/4e7604b1-d755-4188-a256-4cdca8f0497e,,,,,
FALSE,4-17-26,3-2-1 Bridge,Project Zero,https://www.youtube.com/watch?v=Mhr0KVXka5I,https://docs.google.com/presentation/d/1JYuyUaIlqVyN13edoizhv4d3VHkxTC6LTAVqMSuN5-Q/edit?slide=id.p1#slide=id.p1,"Three thoughts. Two questions. One metaphor.

That's it. That's the whole routine.

3-2-1 Bridge is what I reach for when I want to know what kids really took from a lesson. The before-and-after piece shows you their thinking shift in real time.

Easy to set up. Hard to forget 💡

https://youtu.be/Mhr0KVXka5I

#ProjectZero #ThinkingRoutines #Teaching",https://app.schoolai.com/dot/spaces/84019ccc-2ded-4e80-97c6-c5d0e0057b4c,,,,,
FALSE,4-17-26,How Else and Why?,Project Zero,https://www.youtube.com/watch?v=5u_f4YRrHBU,https://docs.google.com/presentation/d/1DZQTIZtwLhn8jn9d0ElSOThvHO_SGkF8lJiF-MsVXFA/edit?slide=id.p1#slide=id.p1,"Two questions that crack a topic wide open.

How else? And why?

That’s the Project Zero routine. Use it after a quick read, a video, or a heated class talk. Kids stop settling for one answer and start hunting for more 🔓

2-min demo: https://youtu.be/5u_f4YRrHBU",,,,,,
FALSE,4-17-26,Two Truths & a Shift Card,Instructional Strategies,https://www.youtube.com/watch?v=oe6SYD9djZ8,https://docs.google.com/presentation/d/16N3VAbeemYvsmfdTOcfrgiOohxvcA8Fscx0qsWGV18w/edit?usp=drive_link,"Two Truths and a Lie. Classic icebreaker.

Two Truths and a Shift? Whole new tool.

Kids write two facts they know plus one shift in their thinking from the lesson. You learn what they got, what stuck, and where they grew. All on one card 📝

Quick check, big info.

https://youtu.be/oe6SYD9djZ8

#TeacherTools #FormativeAssessment #ExitTicket",,,,,,
FALSE,4-17-26,Playing Around with Roles,Project Zero,https://www.youtube.com/watch?v=e3pdhgrcBbQ,https://docs.google.com/presentation/d/1agqiMFicPaQHg4XFW2sljNj5V8dlkWIo23aZp-q9qsw/edit?slide=id.p1#slide=id.p1,"Want a quick way to deepen any text or topic?

Playing Around with Roles asks kids to step into someone else's shoes. Pick a role. Speak as them!

You'll hear thinking you didn't know they had.

Every kid joins in 🎭

https://youtu.be/e3pdhgrcBbQ

#ProjectZero #RolePlay #Teachers",https://app.schoolai.com/dot/spaces/af56f503-a5a1-41b5-97c8-7c8bc89df06c,,,,,
FALSE,4-17-26,The 4 Cs,Project Zero,https://www.youtube.com/watch?v=H794xAI4HJM,https://docs.google.com/presentation/d/1eQwjuDHD3VN7fG32AnCgwk4fq-s8GEUqGdbWhFEnSvI/edit?slide=id.p1#slide=id.p1,"Want a routine that works in any subject?

Save The 4 Cs. Connections, Challenge, Concepts, Changes!

Kids read or watch. Then they map their thinking with these four lenses.

It works for books, lessons, even short videos 🔗

https://youtu.be/H794xAI4HJM

#ThinkingRoutines #ProjectZero #Teachers",https://app.schoolai.com/dot/spaces/8469a1f9-a377-4108-b8fe-4c4306e5efa4,,,,,
FALSE,4-17-26,Creative Comparisons,Project Zero,https://www.youtube.com/watch?v=xltHZdEn_VU,https://docs.google.com/presentation/d/1rpckRWCROPoXrFGqCj4xmzsMeAAPDZmuIC9MbifasoA/edit?usp=sharing,"Want kids to think harder without shutting down?

Creative Comparisons asks one weird question. How is X like Y?

How is a poem like a sandwich? How is gravity like a hug?

It sounds silly. Then kids start thinking deeper than they ever have!

Give it a try 🧠

https://youtu.be/xltHZdEn_VU

#ProjectZero #ThinkingRoutines #Teachers",https://app.schoolai.com/dot/spaces/d1e7551a-ab81-4d74-bac8-a8a67919bb8b,,,,,
FALSE,4-17-26,"Values, Identities, Actions",Project Zero,https://www.youtube.com/watch?v=4lsI_VPtsKA,https://docs.google.com/presentation/d/14FX7p5fO280sVPw1PfvRsyX9vni1yuoV7W3Zg7DmrnM/edit?slide=id.p1#slide=id.p1,"Want students to see the why behind their choices?

Values, Identities, Actions is a three-step thinking move.

Name a value. Name who you are. Name what you'd do.

It helps kids own their choices in any subject!

Try it during ELA, history, or even math 💡

https://youtu.be/4lsI_VPtsKA

#ProjectZero #SEL #TeachingTips",https://app.schoolai.com/dot/spaces/bd4a1fcf-24e4-49dc-bafa-8f80c2879cfd,,,,,
FALSE,4-17-26,"Parts, Purposes, Complexities (Complexity)",Project Zero,https://www.youtube.com/watch?v=2vRpP37D_Mw,https://docs.google.com/presentation/d/1wp9CDv5YmpN6lRRzdMDaS8Ov6Q6kC_V5ozA-_LrCvMA/edit?slide=id.p1#slide=id.p1,"Want your students to slow down and see how a thing really works?

This Project Zero routine asks them to look at the parts, name what each does, and trace how it all links up. It pushes past quick takes and into real thinking 🌱

Try it with a poem, a plant, or a city map. Same routine, fresh eyes every time!

2-min walkthrough: https://youtu.be/2vRpP37D_Mw",https://app.schoolai.com/dot/spaces/9dca99ae-9536-49dc-aeb8-440458f1d12a,,,,,
FALSE,4-17-26,Slow Complexity Capture,Project Zero,https://www.youtube.com/watch?v=mlS2oJdYGpI,https://docs.google.com/presentation/d/1b_QosB1QXF8mFvFepvBk1OzOxTmFnECuUDXemsdtdUU/edit?slide=id.p1#slide=id.p1,"We rush kids through hard ideas. That's why so much slips away.

Slow Complexity Capture asks them to pause. Pick a tricky part. Sit with it. Write what they see!

Slow thinking beats fast guessing 🐢

https://youtu.be/mlS2oJdYGpI

#ProjectZero #DeepLearning #Teachers",https://app.schoolai.com/dot/spaces/26777b20-c77c-456c-bfe9-1835789b7268,,,,,
FALSE,4-17-26,1 Routine,Project Zero,https://www.youtube.com/watch?v=nc-Q7TNUnko,https://docs.google.com/presentation/d/12S4JGMamArlZNdaNFgYzHmQrwurmjI_tgCG5Lx0zRZ8/edit?slide=id.p1#slide=id.p1,"What if one thinking routine, used over and over, made a bigger dent than ten you only used once?

That's the whole idea behind 1 Routine. Pick one, stick with it, and watch kids really get good at the thinking move you're after 🧠

Less is more in classrooms too.

https://youtu.be/nc-Q7TNUnko

#ProjectZero #ThinkingRoutines #LessIsMore",https://app.schoolai.com/dot/spaces/673fcbb9-203e-4dbd-9f86-0050cd81ca63,,,,,
FALSE,4-17-26,Five Senses Detective,CKLA,https://www.youtube.com/watch?v=2vOGbGyhN94,https://docs.google.com/presentation/d/1c3D95ydhX8Fb_aTUI8e9qMA_g6DYMUYWAquHXY2nzrY/edit?slide=id.p1#slide=id.p1,"What if your kids became detectives for a day?

Five Senses Detective lets them solve mini mysteries using sight, sound, smell, taste, and touch!

It's a sneaky way to teach how to notice things.

The giggles are next-level 🔍

https://youtu.be/2vOGbGyhN94

#Elementary #CKLA #SchoolAI",https://app.schoolai.com/dot/spaces/9d54f8c3-8003-4ecb-9f4a-6ef7b656de50,,,,,
FALSE,4-17-26,What Can Be,Project Zero,https://www.youtube.com/watch?v=L3J1HUvQRe4,https://docs.google.com/presentation/d/1-Cg5x_rC5j8YcpUZIueJg3SOmmgM4Rn-5pEUnu7P8eA/edit?slide=id.p1#slide=id.p1,"What if your kids spent ten minutes dreaming?

What Can Be is a routine for big dreaming. Pick a problem. Ask what could be different.

Their answers will surprise you!

The spark stays with them all day 💫

https://youtu.be/L3J1HUvQRe4

#ProjectZero #BigIdeas #Teachers",https://app.schoolai.com/dot/spaces/443906d2-dd1d-492e-a8f4-fbd439d46f92,,,,,
FALSE,4-17-26,Portable Surprise,Project Zero,https://www.youtube.com/watch?v=cMC6j6V66uQ,https://docs.google.com/presentation/d/1y6rY2q-uz_8WBffh3qH88czSmMeeJ6AH0tfCQREWQKo/edit?slide=id.p1#slide=id.p1,"What if your next lesson started with a surprise box?

Portable Surprise is a routine you can take anywhere. Drop a weird object. Ask kids what they notice!

Watch the room light up.

Works for any subject 🎁

https://youtu.be/cMC6j6V66uQ

#ProjectZero #Teachers #LessonStarters",https://app.schoolai.com/dot/spaces/53be226b-5e22-44f0-a455-aea494d2de0d,,,,,
FALSE,4-17-26,Mapping Systems Experiences,Project Zero,https://www.youtube.com/watch?v=UlRHPHg1J-4,https://docs.google.com/presentation/d/1qRwJzfqlwSSzubAbGrdseQXS3EPXzrEOAId-yJP4PAs/edit?slide=id.p1#slide=id.p1,"What if your students drew the system instead of writing about it?

This Project Zero routine asks kids to map a real moment inside a bigger system. Lines. Loops. Where they sit in it all.

You’ll see hidden links pop up the second they put pen to paper 🗺

Quick demo: https://youtu.be/UlRHPHg1J-4",https://app.schoolai.com/dot/spaces/09011ab0-fc21-4d89-8f41-f90aa9170745,,,,,
FALSE,4-17-26,Thinking with Images,Project Zero,https://www.youtube.com/watch?v=tZ4AauA0d4E,https://docs.google.com/presentation/d/12SYMd3NwwfXpSbkmxDoV3dbM7RtW0aMLAVXexSIIqzs/edit?slide=id.p1#slide=id.p1,"What's the fastest way to spark deep thinking?

Show kids an image. Ask three things. What do you see? What's the story? What's missing?

That's it!

This is one of my favorite warm-ups for any subject 🖼️

https://youtu.be/tZ4AauA0d4E

#ProjectZero #ThinkingRoutines #Teachers",https://app.schoolai.com/dot/spaces/f69ce363-6c9a-443e-8824-b14daf3a7cde,,,,,
FALSE,4-17-26,True for Who?,Project Zero,https://www.youtube.com/watch?v=Ho7UHb-nFH4,https://docs.google.com/presentation/d/11xDQG4QOAReBxrpTgarn-cwV6a1tJvCyH-puhTBiMAc/edit?slide=id.p1#slide=id.p1,"Who decides what's true?

True for Who? is a thinking move that helps kids spot point of view.

They pick a claim. They ask who would agree. They ask who'd push back.

It builds smart, kind thinkers in any subject! 🤔

https://youtu.be/Ho7UHb-nFH4

#CriticalThinking #ProjectZero #Teachers",https://app.schoolai.com/dot/spaces/240d4cf3-3288-4853-8537-9202a7579335,,,,,
FALSE,4-17-26,The Complexity Scale,Project Zero,https://www.youtube.com/watch?v=1dAssYbgTV0,https://docs.google.com/presentation/d/1A1YlA3uYVwjrqcUaAa3NvMggR6jNSeOauV2kA_ISF0M/edit?usp=sharing,"You ever ask kids if a topic is hard, and they just shrug?

The Complexity Scale gives them a way to point. Is it surface stuff, layered, or full of moving parts? Now you both know what you're working with.

I run it before and after a unit. The shift in how kids talk about their work is real 🪜

https://youtu.be/1dAssYbgTV0

#ProjectZero #ThinkingRoutines #FormativeAssessment",,,,,,
FALSE,4-17-26,Does It Fit?,Project Zero,https://www.youtube.com/watch?v=A2pZwY2uaMo,https://docs.google.com/presentation/d/1BjmRjcS59y0OoLbdPTkciMoOM5qivNw2mJb2x-snEV0/edit?slide=id.p1#slide=id.p1,"You ever assign something and quietly wonder if it really fits the class?

This Project Zero routine flips the question to your kids. Does it fit? Why or why not? What would fit better?

Their answers can change how you teach the next day 🎯

2-min how-to: https://youtu.be/A2pZwY2uaMo",,,,,,
FALSE,4-17-26,Making the Future,Project Zero,https://www.youtube.com/watch?v=Ij273jn2Ipg,https://docs.google.com/presentation/d/1mM2ka4rEYzNykmeghjdj-zU5ULj5smth-B2fN1jntVI/edit?slide=id.p1#slide=id.p1,"You ever have a student say the future feels already written?

That’s where this Project Zero routine kicks in. Making the Future. Kids name what’s now, what could be, and what they’d build.

You’ll watch their faces shift from stuck to set 🌟

2-min how-to: https://youtu.be/Ij273jn2Ipg",https://app.schoolai.com/dot/spaces/268a4e00-82f0-4fc7-95f7-50fc5a1a3bf1,,,,,
FALSE,4-17-26,Farm Life Explorer,CKLA,https://www.youtube.com/watch?v=-vbRCmcBu6k,https://docs.google.com/presentation/d/13-5Qs-X37pdWefnh6iAS9PgwLS6jPLphrJLctHczAtI/edit?slide=id.p1#slide=id.p1,"You know that look when a kid really cares about what they're learning?

Farm Life Explorer brings that out in younger students!

They tour barns. They meet farm animals. They ask the chickens questions.

Real interest, no worksheet needed 🐔

https://youtu.be/-vbRCmcBu6k

#CKLA #Elementary #SchoolAI",https://app.schoolai.com/dot/spaces/32ead782-1135-42a1-b34e-c9ae53ae86a0,,,,,
FALSE,4-17-26,"Parts, Perspectives, Me (Complexity)",Project Zero,https://www.youtube.com/watch?v=tHEIlt7XcP4,https://docs.google.com/presentation/d/1YWlpsUZMzbNf-2WwsMVS9eiFcvnebXKJ9LW926JwyC4/edit?slide=id.p1#slide=id.p1,"You know that moment when a student says 'this doesn’t matter to me'?

This Project Zero routine flips it. Parts of the topic. Different points of view. Then 'me' - what’s my stake here?

By the end, the topic feels like theirs. That’s the magic ✨

3-min how-to: https://youtu.be/tHEIlt7XcP4",https://app.schoolai.com/dot/spaces/01393bd8-cf3a-4471-bab4-6a4aa01d89e9,,,,,
FALSE,4-17-26,"Think, Feel, Care (Younger)",Project Zero,https://www.youtube.com/watch?v=Mwlh3bhKWOM,https://docs.google.com/presentation/d/1BG7RjzqgHvXuV-Q9SVTddqY2l-XauygaYsxjkr7poPs/edit?slide=id.p1#slide=id.p1,"Younger kids hold so much heart. We just need ways to draw it out!

Think, Feel, Care is built for them. Pick a topic. Ask three things. What do you think? How does it feel? Why should we care?

The answers are pure gold ❤️

https://youtu.be/Mwlh3bhKWOM

#EarlyEd #ProjectZero #SEL",https://app.schoolai.com/dot/spaces/160dd8fd-0010-4b8b-8b5e-81aee4d0c5ee,,,,,
